TC_ID;KATEGORIA;PODKATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_VerificationStatus;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;EXPECTED_postOfficeLocation;EXPECTED_isMultiFamily;UWAGI;RYZYKO_BLEDU
TC-445;Błędna kombinacja;Wszystkie parametry;Low;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Różana;260;Brodnica;87-308;InVerification;Różana;260;Brodnica;87-308;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;<0.5;>0.9;<0.3;;false;Ulica Różana, miasto Brodnica, kod 87-308 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-446;Błędna kombinacja;Wszystkie parametry;Low;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Piaskowa;270;Bolesławiec;59-708;InVerification;Piaskowa;270;Bolesławiec;59-708;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;Ulica Piaskowa, miasto Bolesławiec, kod 59-708 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-447;Błędna kombinacja;Wszystkie parametry;Low;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Wspólna;280;Zakrzewo;87-708;InVerification;Wspólna;280;Zakrzewo;87-708;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;<0.5;>0.9;<0.3;;false;Ulica Wspólna, miasto Zakrzewo, kod 87-708 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-448;Błędna kombinacja;Wszystkie parametry;Low;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Mickiewicza;290;Brodnica;87-309;InVerification;Mickiewicza;290;Brodnica;87-309;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;<0.5;>0.9;<0.3;;false;Ulica Mickiewicza, miasto Brodnica, kod 87-309 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-449;Błędna kombinacja;Wszystkie parametry;Low;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Kościelna;300;Bolesławiec;59-709;InVerification;Kościelna;300;Bolesławiec;59-709;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;Ulica Kościelna, miasto Bolesławiec, kod 59-709 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-450;Błędna kombinacja;Wszystkie parametry;Low;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Kolejowa;310;Zakrzewo;87-709;InVerification;Kolejowa;310;Zakrzewo;87-709;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;<0.5;>0.9;<0.3;;false;Ulica Kolejowa, miasto Zakrzewo, kod 87-709 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-351;Błędna kombinacja;ulica z innego miasta;Medium;Poprawna ulica Lipowa, ale z innego miasta - kod pasuje do Bolesławca;Lipowa;;Brodnica;59-700;InVerification;Lipowa;;Bolesławiec;59-700;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.5;>0.9;>0.9;<0.7;;false;Ulica Lipowa występuje w 1944 miejscowościach - kod 59-700 pasuje do Bolesławca;RYZYKO: Może przypisać do Bolesławca zamiast Brodnicy jeśli kod pasuje do Bolesławca
TC-352;Błędna kombinacja;ulica z innego miasta;Medium;Poprawna ulica Długa, ale z innego miasta - kod pasuje do Głogowa;Długa;;Brodnica;67-200;InVerification;Długa;;Głogów;67-200;DOLNOŚLĄSKIE;głogowski;Głogów;<0.5;>0.9;>0.9;<0.7;;false;Ulica Długa występuje w wielu miejscowościach - kod 67-200 pasuje do Głogowa;RYZYKO: Może przypisać do Głogowa zamiast Brodnicy jeśli kod pasuje do Głogowa
TC-353;Błędna kombinacja;ulica z innego miasta;Medium;Poprawna ulica Polna, ale z innego miasta - kod pasuje do Trzebnicy;Polna;;Bolesławiec;55-100;InVerification;Polna;;Trzebnica;55-100;DOLNOŚLĄSKIE;trzebnicki;Trzebnica;<0.5;>0.9;>0.9;<0.7;;false;Ulica Polna występuje w 3320 miejscowościach - kod 55-100 pasuje do Trzebnicy;RYZYKO: Może przypisać do Trzebnicy zamiast Bolesławca jeśli kod pasuje do Trzebnicy
TC-354;Błędna kombinacja;ulica z innego miasta;Low;Poprawna ulica Leśna, ale z innego miasta - kod pasuje do innego miasta;Leśna;;Brodnica;87-300;InVerification;Leśna;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.5;>0.9;>0.9;<0.7;;false;Ulica Leśna występuje w 3393 miejscowościach - może przypisać do innego miasta z tym samym kodem;RYZYKO: Może przypisać do innego miasta z ul. Leśną i kodem 87-300
TC-355;Błędna kombinacja;ulica z innego miasta;Low;Poprawna ulica Słoneczna, ale z innego miasta - kod pasuje do innego miasta;Słoneczna;;Brodnica;87-300;InVerification;Słoneczna;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.5;>0.9;>0.9;<0.7;;false;Ulica Słoneczna występuje w 2959 miejscowościach - może przypisać do innego miasta z tym samym kodem;RYZYKO: Może przypisać do innego miasta z ul. Słoneczną i kodem 87-300
TC-097;Błędne dopasowanie;Częściowe dane;Medium;Częściowe dane mogą prowadzić do błędnego dopasowania;Lipowa;;Brodnica;;InVerification;Lipowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;0;<0.7;;false;Brak kodu pocztowego i numeru - może dopasować do innego miasta;RYZYKO: Może dopasować do innego miasta z ul. Lipową jeśli brak dodatkowych danych
TC-098;Błędne dopasowanie;Częściowe dane;Medium;Tylko ulica może prowadzić do błędnego dopasowania;Lipowa;;;;NotVerified;Lipowa;null;null;null;>0.5;0;0;<0.3;;false;NotVerified;Tylko ulica - może dopasować do pierwszego miasta z tą ulicą;RYZYKO: Może przypisać do pierwszego znalezionego miasta z ul. Lipową;;
TC-099;Błędne dopasowanie;Częściowe dane;Medium;Tylko miasto może prowadzić do błędnego dopasowania;null;;Brodnica;;PartiallyVerified;null;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;0;>0.9;0;<0.5;;false;Tylko miasto - może dopasować do miasta o podobnej nazwie;RYZYKO: Może dopasować do miasta o podobnej nazwie jeśli nie ma ulicy do weryfikacji
TC-076;Błędne dopasowanie;Częściowe dopasowanie;Medium;Częściowe dopasowanie może być błędne;Lipowa;15;Brodnica;87-300;Verified;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Tylko ulica i miasto - może dopasować do innego miasta z tą samą ulicą;RYZYKO: Może przypisać do innego miasta z ul. Lipową jeśli kod pocztowy nie pasuje
TC-077;Błędne dopasowanie;Częściowe dopasowanie;Medium;Brak kodu pocztowego - może przypisać do złego miasta;Lipowa;;Brodnica;;InVerification;Lipowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;0;<0.7;;false;Brak kodu pocztowego - może przypisać do innego miasta z ul. Lipową;RYZYKO: Może przypisać do Bolesławca, Zakrzewa lub innego miasta z ul. Lipową
TC-078;Błędne dopasowanie;Częściowe dopasowanie;Medium;Tylko miasto - może przypisać do złego miasta;null;;Brodnica;;PartiallyVerified;null;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;0;>0.9;0;<0.5;;false;Tylko miasto - może przypisać do innego miasta o podobnej nazwie;RYZYKO: Może przypisać do miasta o podobnej nazwie
TC-100;Błędne dopasowanie;Edge case;Low;Puste wszystkie pola może prowadzić do błędnego dopasowania;null;null;null;null;NotVerified;null;null;null;null;null;null;null;0;0;0;0;;false;Puste pola - może dopasować do domyślnego adresu;RYZYKO: Może przypisać do domyślnego lub pierwszego znalezionego adresu
TC-092;Błędne dopasowanie;Format kodu pocztowego;Medium;Różne formaty kodu mogą prowadzić do błędnego dopasowania;Lipowa;15;Brodnica;87300;Verified;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;"Kod bez myślnika ""87300"" - może dopasować do innego miasta z podobnym kodem";RYZYKO: Może dopasować do miasta z kodem 87-300 jeśli format nie jest znormalizowany
TC-093;Błędne dopasowanie;Format kodu pocztowego;Medium;Kod ze spacją może prowadzić do błędnego dopasowania;Lipowa;15;Brodnica;87 300;Verified;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;"Kod ze spacją ""87 300"" - może dopasować do innego miasta";RYZYKO: Może dopasować do miasta z kodem 87-300 jeśli format nie jest znormalizowany
TC-059;Błędne dopasowanie;Kod pocztowy;Medium;Podobny kod pocztowy - może przypisać do innego miasta;Lipowa;;Brodnica;87-301;InVerification;Lipowa;;Brodnica;87-301;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.7;>0.8;;false;Kod 87-301 vs 87-300 - może przypisać do innego miasta z podobnym kodem;RYZYKO: Może przypisać do miasta z kodem 87-301 jeśli istnieje
TC-060;Błędne dopasowanie;Kod pocztowy;Medium;Błędny kod pocztowy - może przypisać do innego miasta;Lipowa;;Brodnica;20-001;InVerification;Lipowa;;Brodnica;20-001;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.5;>0.9;<0.3;<0.5;;false;Kod 20-001 (Warszawa) vs 87-300 (Brodnica) - może przypisać do Warszawy;RYZYKO: Może przypisać do Warszawy zamiast Brodnicy
TC-079;Błędne dopasowanie;Kolejność normalizacji;Low;Zła kolejność normalizacji - może przypisać do złego miasta;Lipowa;;Brodnica;87-300;Verified;Lipowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Jeśli najpierw normalizuje ulicę, może przypisać do złego miasta;RYZYKO: Jeśli normalizuje ulicę przed miastem, może przypisać do innego miasta z tą samą ulicą
TC-080;Błędne dopasowanie;Kolejność normalizacji;Low;Zła kolejność - może przypisać do złej ulicy;Lipowa;;Brodnica;87-300;Verified;Lipowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Jeśli najpierw normalizuje miasto, może przypisać do złej ulicy;RYZYKO: Jeśli normalizuje miasto przed ulicą, może przypisać do innej ulicy w tym mieście
TC-096;Błędne dopasowanie;Kolejność pól;Low;Zła kolejność pól w request może prowadzić do błędnego dopasowania;Brodnica;87-300;Lipowa;15;Verified;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Jeśli pola są w złej kolejności, może przypisać miasto do ulicy;"RYZYKO: Może przypisać ""Brodnica"" jako nazwę ulicy i ""Lipowa"" jako miasto"
TC-165;Błędne dopasowanie;NAZWA_2;High;Gorzów Wielkopolski - Sybiraków vs Sybiraków (różnica w pisowni);Sybiraków;;Gorzów Wielkopolski;;InVerification;Sybiraków;;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Gorzów: rondo Sybiraków vs ul. Sybiraków (różnica w pisowni);RYZYKO: Może dopasować do złego wariantu z powodu różnicy w pisowni
TC-071;Błędne dopasowanie;NAZWA_2;High;NAZWA_2 może być źle dopasowana;Moniuszki;;Brodnica;87-300;Verified;Moniuszki;Stanisława;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.95;>0.9;>0.9;;false;Moniuszki bez imienia - może dopasować do innej ulicy Moniuszki;"RYZYKO: Może dopasować do ""Moniuszki"" z innym imieniem lub bez imienia"
TC-072;Błędne dopasowanie;NAZWA_2;High;Różne warianty NAZWA_2 mogą być źle dopasowane;Hubala;;Tomaszów Mazowiecki;;InVerification;Hubala;mjr;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;"Hubala mjr vs ""Hubala mjra"" - może dopasować do złego wariantu";RYZYKO: Może dopasować do os. Hubala mjr. zamiast ul. Hubala mjra lub odwrotnie
TC-166;Błędne dopasowanie;NAZWA_2;High;Gorzów Wielkopolski - Piłsudskiego z różnymi NAZWA_2;Piłsudskiego;;Gorzów Wielkopolski;;InVerification;Piłsudskiego;marsz. Józefa;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Piłsudskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-167;Błędne dopasowanie;NAZWA_2;High;Gorzów Wielkopolski - Wyszyńskiego z różnymi NAZWA_2;Wyszyńskiego;;Gorzów Wielkopolski;;InVerification;Wyszyńskiego;kard. Stefana;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Wyszyńskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-168;Błędne dopasowanie;NAZWA_2;High;Gorzów Wielkopolski - Kasprzaka z różnymi NAZWA_2;Kasprzaka;;Gorzów Wielkopolski;;InVerification;Kasprzaka;Marcina;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Kasprzaka z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-169;Błędne dopasowanie;NAZWA_2;High;Gorzów Wielkopolski - Jerzego z różnymi NAZWA_2;Jerzego;;Gorzów Wielkopolski;;InVerification;Jerzego;Świętego;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Jerzego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-170;Błędne dopasowanie;NAZWA_2;High;Zielona Góra - Sowińskiego z różnymi NAZWA_2;Sowińskiego;;Zielona Góra;;InVerification;Sowińskiego;Generała Józefa;Zielona Góra;;LUBUSKIE;Zielona Góra;Zielona Góra;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Zielona Góra: park vs ul. Sowińskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-171;Błędne dopasowanie;NAZWA_2;Medium;Włocławek - Sienkiewicza z różnymi NAZWA_2;Sienkiewicza;;Włocławek;;InVerification;Sienkiewicza;Henryka;Włocławek;;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Włocławek: park vs ul. Sienkiewicza z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-172;Błędne dopasowanie;NAZWA_2;Medium;Nowy Targ - Krasińskiego z różnymi NAZWA_2;Krasińskiego;;Nowy Targ;;InVerification;Krasińskiego;Zygmunta;Nowy Targ;;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Nowy Targ: pl. vs ul. Krasińskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-173;Błędne dopasowanie;NAZWA_2;Medium;Pruszków - Kościuszki z różnymi NAZWA_2;Kościuszki;;Pruszków;;InVerification;Kościuszki;Tadeusza;Pruszków;;MAZOWIECKIE;pruszkowski;Pruszków;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Pruszków: park vs ul. Kościuszki z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-174;Błędne dopasowanie;NAZWA_2;Medium;Łowicz - Broniewskiego z różnymi NAZWA_2;Broniewskiego;;Łowicz;;InVerification;Broniewskiego;Władysława;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łowicz: os. vs ul. Broniewskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-175;Błędne dopasowanie;NAZWA_2;Medium;Łowicz - Konopnickiej z różnymi NAZWA_2;Konopnickiej;;Łowicz;;InVerification;Konopnickiej;Marii;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łowicz: os. vs ul. Konopnickiej z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-176;Błędne dopasowanie;NAZWA_2;Medium;Krościenko nad Dunajcem - Grotowskiego z różnymi NAZWA_2;Grotowskiego;;Krościenko nad Dunajcem;;InVerification;Grotowskiego;Władysława;Krościenko nad Dunajcem;;MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Krościenko: ul. vs park Grotowskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-177;Błędne dopasowanie;NAZWA_2;Medium;Koluszki - Piłsudskiego z różnymi NAZWA_2;Piłsudskiego;;Koluszki;;InVerification;Piłsudskiego;Marszałka Józefa;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Koluszki: ul. vs pl. Piłsudskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-178;Błędne dopasowanie;NAZWA_2;Medium;Kobylany - Kaczorowskiego z różnymi NAZWA_2;Kaczorowskiego;;Kobylany;;InVerification;Kaczorowskiego;Ryszarda;Kobylany;;LUBELSKIE;bialski;Terespol;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Kobylany: ul. vs pl. Kaczorowskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-179;Błędne dopasowanie;NAZWA_2;Medium;Łowicz - Lament z długim NAZWA_2;Lament;;Łowicz;;InVerification;Lament;Błogosławionej Bolesławy;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łowicz: skwer vs ul. Lament z długim NAZWA_2;RYZYKO: Może dopasować do złego wariantu z powodu długiego NAZWA_2
TC-180;Błędne dopasowanie;NAZWA_2;Medium;Koluszki - Listopada z numerem w NAZWA_2;Listopada;;Koluszki;;InVerification;Listopada;11;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Koluszki: os. vs ul. Listopada z numerem 11 w NAZWA_2;RYZYKO: Może dopasować do złego wariantu z powodu numeru w NAZWA_2
TC-094;Błędne dopasowanie;Numer budynku;Medium;Numer budynku może prowadzić do błędnego dopasowania ulicy;Lipowa;150;Brodnica;87-300;InVerification;Lipowa;150;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.5;>0.9;>0.8;<0.7;;false;Numer 150 poza zakresem - może dopasować do innej ulicy Lipowej;RYZYKO: Może dopasować do innej ulicy Lipowej w innym mieście z numerem w zakresie
TC-095;Błędne dopasowanie;Numer budynku;Medium;Brak numeru budynku może prowadzić do błędnego dopasowania;Lipowa;;Brodnica;87-300;Verified;Lipowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Brak numeru - może dopasować do innego miasta z ul. Lipową;RYZYKO: Może dopasować do innego miasta z ul. Lipową jeśli nie ma numeru do weryfikacji
TC-054;Błędne dopasowanie;Podobne miasta;High;Podobne nazwy - Bolesławiec vs Bolesławice;Lipowa;;Bolesławiec;;Verified;Lipowa;;Bolesławiec;;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;>0.9;>0.9;>0.8;>0.9;;false;Ryzyko przypisania do Bolesławic (jeśli istnieje) zamiast Bolesławca;RYZYKO: Może przypisać do miasta o podobnej nazwie
TC-135;Błędne dopasowanie;Podobne miasta;High;"Nowy Zbrachlin vs Nowy Targ vs Nowy Sącz (wszystkie zaczynają się na ""Nowy"")";Leśna;;Nowy Zbrachlin;;Verified;Leśna;;Nowy Zbrachlin;;KUJAWSKO-POMORSKIE;aleksandrowski;Waganiec;>0.9;>0.85;>0.8;>0.85;;false;"Podobne nazwy miast zaczynające się na ""Nowy"" - ryzyko przypisania do złego";"RYZYKO: Może przypisać do Nowy Targ, Nowy Sącz lub innego miasta zaczynającego się na ""Nowy"""
TC-136;Błędne dopasowanie;Podobne miasta;High;Raciążek vs Raciąż (podobne nazwy);Lipowa;;Raciążek;;Verified;Lipowa;;Raciążek;;KUJAWSKO-POMORSKIE;aleksandrowski;Raciążek;>0.9;>0.85;>0.8;>0.85;;false;Podobne nazwy Raciążek vs Raciąż - ryzyko przypisania do złego;RYZYKO: Może przypisać do Raciąż zamiast Raciążek lub odwrotnie
TC-055;Błędne dopasowanie;Podobne miasta;High;Podobne nazwy - Zakrzewo vs Zakrzew;Kujawska;;Zakrzewo;87-700;Verified;Kujawska;;Zakrzewo;87-700;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;>0.9;>0.9;>0.9;>0.9;;false;Ryzyko przypisania do Zakrzewa (bez 'o') jeśli istnieje;RYZYKO: Może przypisać do miasta o podobnej nazwie
TC-137;Błędne dopasowanie;Podobne miasta;High;Bądkowo vs Bądkowo Kościelne (podobne nazwy);Kujawska;;Bądkowo;;Verified;Kujawska;;Bądkowo;;KUJAWSKO-POMORSKIE;aleksandrowski;Bądkowo;>0.9;>0.85;>0.8;>0.85;;false;Podobne nazwy Bądkowo vs Bądkowo Kościelne - ryzyko przypisania do złego;RYZYKO: Może przypisać do Bądkowo Kościelne zamiast Bądkowo lub odwrotnie
TC-073;Błędne dopasowanie;Podobne nazwy ulic;Medium;Podobne nazwy ulic - może dopasować do złej;Marszałkowska;;Warszawa;00-001;Verified;Marszałkowska;;Warszawa;00-001;MAZOWIECKIE;Warszawa;Warszawa;>0.9;>0.95;>0.9;>0.9;;false;"Marszałkowska vs ""Marszałkowskiego"" - może dopasować do złej";RYZYKO: Może dopasować do ulicy o bardzo podobnej nazwie
TC-074;Błędne dopasowanie;Podobne nazwy ulic;Medium;Podobne nazwy - może dopasować do złej;Warszawska;;Wieruszów;;Verified;Warszawska;;Wieruszów;;ŁÓDZKIE;wieruszowski;Wieruszów;>0.9;>0.9;>0.8;>0.9;;false;Warszawska występuje w wielu miastach - może przypisać do złego;RYZYKO: Może przypisać do innego miasta z ul. Warszawską
TC-075;Błędne dopasowanie;Podobne nazwy ulic;Medium;Podobne nazwy - może dopasować do złej;Krakowska;;Brodnica;87-300;Verified;Krakowska;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Krakowska występuje w wielu miastach - może przypisać do złego;RYZYKO: Może przypisać do innego miasta z ul. Krakowską
