"NAZWA_WOJ";"NAZWA_POW";"NAZWA_GMI";"NAZWA_MIEJSCOWOSCI";"SYM_UL";"CECHA";"NAZWA_1";"NAZWA_2";"PASUJACA_CECHA"
"MAZOWIECKIE";"wołomiński";"Ząbki";"Ząbki";"59641";"";"rondo Nadziei";"";"rondo"
"WIELKOPOLSKIE";"średzki";"Środa Wielkopolska";"Środa Wielkopolska";"59706";"";"skwer Powstańców Wielkopolskich";"";"skwer"
"DOLNOŚLĄSKIE";"Wałbrzych";"Wałbrzych";"Wałbrzych";"59708";"";"Skwer im. Kazimierza Starościaka";"";"skwer"
"MAZOWIECKIE";"ostrołęcki";"Kadzidło";"Kadzidło";"57943";"";"Skwer Matki";"";"skwer"
"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"Kraków";"57952";"";"Rondo Janusza Kurtyki";"";"rondo"
"LUBELSKIE";"radzyński";"Radzyń Podlaski";"Radzyń Podlaski";"58003";"";"Rondo hm. Kazimierza Odrzygoździa";"";"rondo"
"ŚLĄSKIE";"Siemianowice Śląskie";"Siemianowice Śląskie";"Siemianowice Śląskie";"58048";"";"Rondo Siemion";"";"rondo"
"MAZOWIECKIE";"wołomiński";"Ząbki";"Ząbki";"59643";"";"rondo Ekologii";"";"rondo"
"KUJAWSKO-POMORSKIE";"Toruń";"Toruń";"Toruń";"59712";"";"skwer Solidarności Rolników Indywidualnych";"";"skwer"
"PODKARPACKIE";"rzeszowski";"Głogów Małopolski";"Rudna Mała";"59692";"";"Park im. Stanisława Smykały";"";"park"
"MAZOWIECKIE";"Płock";"Płock";"Płock";"58863";"";"Skwer siostry Heleny Pszczółkowskiej";"";"skwer"
"POMORSKIE";"Gdańsk";"Gdańsk";"Gdańsk";"59096";"";"Skwer Krzysztofa Kolbergera";"";"skwer"
"ŚWIĘTOKRZYSKIE";"sandomierski";"Sandomierz";"Sandomierz";"59166";"";"Rondo Optymizmu";"";"rondo"
"MAZOWIECKIE";"miński";"Mińsk Mazowiecki";"Mińsk Mazowiecki";"50624";"";"Skwer Władysława Bartoszewskiego";"";"skwer"
"OPOLSKIE";"strzelecki";"Strzelce Opolskie";"Strzelce Opolskie";"44697";"";"Rondo Kresowian";"";"rondo"
"PODLASKIE";"sokólski";"Suchowola";"Suchowola";"42295";"";"Park im. Księdza Jerzego Popiełuszki";"";"park"
"POMORSKIE";"Sopot";"Sopot";"Sopot";"42325";"";"Skwer Arkadiusza Rybickiego";"";"skwer"
"MAŁOPOLSKIE";"chrzanowski";"Chrzanów";"Chrzanów";"59757";"";"Rondo Kościeleckie";"";"rondo"
"LUBELSKIE";"lubartowski";"Lubartów";"Lubartów";"58126";"";"Park Miejski imienia Książąt Sanguszków";"";"park"
"PODKARPACKIE";"przemyski";"Orły";"Walawa";"58150";"";"Rondo im. Ks. Kan. Stanisława Żukowskiego";"";"rondo"
"MAŁOPOLSKIE";"dąbrowski";"Dąbrowa Tarnowska";"Dąbrowa Tarnowska";"58159";"";"Rondo ks. Władysława Węgrzyna";"";"rondo"
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Inwałd";"58166";"";"Os. Familijne";"";"os."
"ZACHODNIOPOMORSKIE";"szczecinecki";"Szczecinek";"Szczecinek";"58184";"ul.";"Pl. Wazów";"";"pl."
"DOLNOŚLĄSKIE";"Wałbrzych";"Wałbrzych";"Wałbrzych";"59686";"";"Rondo 100 - lecia Niepodległości Polski";"";"rondo"
"DOLNOŚLĄSKIE";"oleśnicki";"Twardogóra";"Twardogóra";"19253";"ul.";"Rynek";"";"rynek"
"DOLNOŚLĄSKIE";"oleśnicki";"Twardogóra";"Goszcz";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"poznański";"Stęszew";"Skrzynki";"39370";"ul.";"Droga pod Ozem";"";"droga"
"MAZOWIECKIE";"nowodworski";"Nowy Dwór Mazowiecki";"Nowy Dwór Mazowiecki";"53460";"";"Skwer im. abp. Dobrogosta";"";"skwer"
"LUBUSKIE";"strzelecko-drezdenecki";"Drezdenko";"Niegosław";"48708";"";"Rondo rotmistrza Witolda Pileckiego";"";"rondo"
"ŚLĄSKIE";"żywiecki";"Żywiec";"Żywiec";"58015";"";"Skwer Narodowych Sił Zbrojnych";"";"skwer"
"MAZOWIECKIE";"miński";"Sulejówek";"Sulejówek";"58193";"";"Park im. Mariana Jonkajtysa";"";"park"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"50616";"";"Skwer Niezależnego Zrzeszenia Studentów";"";"skwer"
"WARMIŃSKO-MAZURSKIE";"szczycieński";"Wielbark";"Wielbark";"58262";"ul.";"Pl. Św. Wojciecha";"";"pl."
"MAŁOPOLSKIE";"tatrzański";"Zakopane";"Zakopane";"58286";"";"Skwer Ryszarda Kaczorowskiego Prezydenta Rzeczypospolitej Polskiej";"";"skwer"
"ŁÓDZKIE";"Skierniewice";"Skierniewice";"Skierniewice";"37828";"";"Rondo Solidarności";"";"rondo"
"DOLNOŚLĄSKIE";"głogowski";"Głogów";"Głogów";"39515";"";"Skwer Zygmunta Starego";"";"skwer"
"MAZOWIECKIE";"płocki";"Słubice";"Wymyśle Polskie";"58162";"";"Rondo Nadwiślańskie";"";"rondo"
"KUJAWSKO-POMORSKIE";"rypiński";"Rypin";"Rypin";"58164";"";"Skwer Św. Jana Chrzciciela";"";"skwer"
"ZACHODNIOPOMORSKIE";"szczecinecki";"Szczecinek";"Szczecinek";"58179";"ul.";"Pl. Wolności";"";"pl."
"ZACHODNIOPOMORSKIE";"szczecinecki";"Szczecinek";"Szczecinek";"58181";"ul.";"Pl. Młyński";"";"pl."
"MAZOWIECKIE";"Warszawa";"Ochota";"Warszawa";"58153";"";"Skwer Ziemi Aniołów";"";"skwer"
"ZACHODNIOPOMORSKIE";"Świnoujście";"Świnoujście";"Świnoujście";"58174";"";"Skwer Kombatantów RP";"";"skwer"
"WIELKOPOLSKIE";"rawicki";"Jutrosin";"Jutrosin";"58208";"";"Rondo im. bł. Stefana kard. Wyszyńskiego Prymasa Tysiąclecia";"";"rondo"
"WIELKOPOLSKIE";"szamotulski";"Szamotuły";"Szamotuły";"58274";"";"Skwer im. Józefa Kawalera";"";"skwer"
"ŚWIĘTOKRZYSKIE";"buski";"Busko-Zdrój";"Busko-Zdrój";"58222";"pl.";"Skwer im. Władysława Godzwona";"";"skwer"
"PODKARPACKIE";"kolbuszowski";"Kolbuszowa";"Kolbuszowa Dolna";"58232";"";"Rondo Stanisława Mazana";"";"rondo"
"DOLNOŚLĄSKIE";"wrocławski";"Długołęka";"Kiełczów";"58256";"";"Rondo Zgody";"";"rondo"
"MAŁOPOLSKIE";"tatrzański";"Zakopane";"Zakopane";"56280";"";"Rondo dra Andrzeja Chramca";"";"rondo"
"WIELKOPOLSKIE";"poznański";"Puszczykowo";"Puszczykowo";"58315";"";"Skwer Pamięci Wydarzeń 28 Czerwca 1956 r.";"";"skwer"
"WIELKOPOLSKIE";"międzychodzki";"Międzychód";"Międzychód";"58318";"";"Park im. Łucjana Sobkowskiego";"";"park"
"ŁÓDZKIE";"Skierniewice";"Skierniewice";"Skierniewice";"58355";"ul.";"Al. Macieja Rataja";"";"al."
"ŚWIĘTOKRZYSKIE";"sandomierski";"Zawichost";"Zawichost";"19270";"ul.";"Rynek Mały";"";"rynek"
"ŚLĄSKIE";"cieszyński";"Cieszyn";"Cieszyn";"58421";"";"rondo Miast Partnerskich";"";"rondo"
"ŚLĄSKIE";"cieszyński";"Cieszyn";"Cieszyn";"58423";"";"skwer Ireny Sendlerowej";"";"skwer"
"MAZOWIECKIE";"grodziski";"Grodzisk Mazowiecki";"Grodzisk Mazowiecki";"58375";"";"Park im. Marii Michalak";"";"park"
"ŚWIĘTOKRZYSKIE";"sandomierski";"Zawichost";"Zawichost";"54838";"ul.";"Rynek Duży";"";"rynek"
"MAŁOPOLSKIE";"krakowski";"Liszki";"Liszki";"58410";"ul.";"Rondo Krzyża Świętego";"";"rondo"
"ŚLĄSKIE";"cieszyński";"Cieszyn";"Cieszyn";"58417";"";"rondo mjr. pil. Pawła Niemca";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"Elbląg";"58450";"";"Skwer Kobiet";"";"skwer"
"MAŁOPOLSKIE";"oświęcimski";"Kęty";"Nowa Wieś";"58469";"";"Rondo Piekarzy";"";"rondo"
"MAZOWIECKIE";"gostyniński";"Sanniki";"Lwówek";"58484";"";"Rondo Lwówianki";"";"rondo"
"ŚLĄSKIE";"będziński";"Czeladź";"Czeladź";"58320";"";"Rondo Czeladzkiego Samorządu";"";"rondo"
"KUJAWSKO-POMORSKIE";"bydgoski";"Koronowo";"Koronowo";"54367";"ul.";"Al. Jana Pawła II";"";"al."
"ZACHODNIOPOMORSKIE";"łobeski";"Resko";"Resko";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"chodzieski";"Margonin";"Margonin";"19253";"ul.";"Rynek";"";"rynek"
"MAŁOPOLSKIE";"krakowski";"Liszki";"Liszki";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"cieszyński";"Cieszyn";"Cieszyn";"58419";"";"rondo Józefa Świdra";"";"rondo"
"WIELKOPOLSKIE";"poznański";"Kórnik";"Kórnik";"58459";"";"Rondo Fundacji Wielka Orkiestra Świątecznej Pomocy";"";"rondo"
"MAŁOPOLSKIE";"oświęcimski";"Kęty";"Bielany";"58471";"";"Rondo Bielańskie";"";"rondo"
"KUJAWSKO-POMORSKIE";"nakielski";"Mrocza";"Mrocza";"58248";"";"Rondo ppor. Franciszka Borzycha";"";"rondo"
"MAŁOPOLSKIE";"tatrzański";"Zakopane";"Zakopane";"58285";"";"Skwer dra Wincentego Galicy";"";"skwer"
"ŁÓDZKIE";"Skierniewice";"Skierniewice";"Skierniewice";"47260";"";"Skwer Inwalidów Wojennych RP";"";"skwer"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"58373";"";"rondo Żołnierzy Polskich Misji Pokojowych ONZ";"";"rondo"
"ŚLĄSKIE";"Tychy";"Tychy";"Tychy";"53517";"";"Park Suble";"";"park"
"DOLNOŚLĄSKIE";"milicki";"Milicz";"Milicz";"53561";"";"Rondo imienia Orląt Lwowskich";"";"rondo"
"ŚLĄSKIE";"będziński";"Czeladź";"Czeladź";"53586";"";"Rondo im. Jurka Bitschana";"";"rondo"
"DOLNOŚLĄSKIE";"polkowicki";"Polkowice";"Polkowice";"42679";"";"Rondo Niepodległości";"";"rondo"
"MAŁOPOLSKIE";"nowosądecki";"Podegrodzie";"Brzezna";"50403";"";"Rondo im. św. Ojca Stanisława Papczyńskiego";"";"rondo"
"DOLNOŚLĄSKIE";"kamiennogórski";"Kamienna Góra";"Kamienna Góra";"42679";"";"Rondo Niepodległości";"";"rondo"
"LUBUSKIE";"zielonogórski";"Babimost";"Babimost";"53688";"pl.";"Skwer Muzyków Ludowych Babimojszczyzny";"";"skwer"
"WIELKOPOLSKIE";"poznański";"Kostrzyn";"Kostrzyn";"53698";"";"Rondo Józefa Wadyńskiego";"";"rondo"
"WIELKOPOLSKIE";"Konin";"Konin";"Konin";"31905";"";"Park im. Fryderyka Chopina";"";"park"
"MAŁOPOLSKIE";"oświęcimski";"Brzeszcze";"Brzeszcze";"59592";"";"Rondo imienia NSZZ Solidarność";"";"rondo"
"MAZOWIECKIE";"pruszkowski";"Pruszków";"Pruszków";"57484";"";"Rondo 100-lecia Praw Kobiet";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"bartoszycki";"Bartoszyce";"Bartoszyce";"37828";"";"Rondo Solidarności";"";"rondo"
"MAZOWIECKIE";"wołomiński";"Ząbki";"Ząbki";"59644";"";"rondo kpt. cichociemnego Edmunda Marynowskiego";"";"rondo"
"DOLNOŚLĄSKIE";"górowski";"Góra";"Czernina";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"warszawski zachodni";"Łomianki";"Łomianki";"59737";"";"skwer Niepodległości";"";"skwer"
"ŚLĄSKIE";"częstochowski";"Dąbrowa Zielona";"Święta Anna";"59772";"";"Rondo im. Mieczysława Tarchalskiego ps. Marcin";"";"rondo"
"ŚLĄSKIE";"cieszyński";"Cieszyn";"Cieszyn";"58420";"";"rondo Browaru Zamkowego";"";"rondo"
"ŚLĄSKIE";"cieszyński";"Cieszyn";"Cieszyn";"58422";"";"skwer ks. Leopolda Marcina Otto";"";"skwer"
"MAŁOPOLSKIE";"oświęcimski";"Kęty";"Kęty";"58473";"";"Rondo Jana Klęczara";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Ursynów";"Warszawa";"58488";"";"Rondo Wolnej Białorusi";"";"rondo"
"MAŁOPOLSKIE";"oświęcimski";"Kęty";"Łęki";"58472";"";"Rondo Piastów";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Targówek";"Warszawa";"58489";"";"Skwer ks. Jana Ignacego Golędzinowskiego";"";"skwer"
"PODKARPACKIE";"leżajski";"Leżajsk";"Leżajsk";"58523";"";"Skwer ks. Stanisława Lubasa";"";"skwer"
"WIELKOPOLSKIE";"śremski";"Śrem";"Zbrudzewo";"52039";"";"Rondo im. Premiera Stanisława Mikołajczyka";"";"rondo"
"KUJAWSKO-POMORSKIE";"nakielski";"Mrocza";"Mrocza";"59764";"ul.";"al. Burmistrza Wiesława Gozdka";"";"al."
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"59648";"";"skwer Rodziny Quistorpów";"";"skwer"
"WIELKOPOLSKIE";"rawicki";"Bojanowo";"Gołaszyn";"59716";"";"Rondo im. Łucjana Kryszkiewicza";"";"rondo"
"POMORSKIE";"tczewski";"Gniew";"Gniew";"59717";"";"Rondo Republiki Gniewskiej";"";"rondo"
"LUBELSKIE";"rycki";"Dęblin";"Dęblin";"59735";"";"Rondo Dęblińskich Saperów";"";"rondo"
"PODKARPACKIE";"mielecki";"Mielec";"Mielec";"59816";"";"Park Zespołu Pieśni i Tańca ""Rzeszowiacy""";"";"park"
"LUBUSKIE";"słubicki";"Słubice";"Słubice";"59828";"";"Rondo Pograniczników";"";"rondo"
"PODKARPACKIE";"Krosno";"Krosno";"Krosno";"59825";"";"Skwer im. Jana Zycha";"";"skwer"
"MAZOWIECKIE";"szydłowiecki";"Szydłowiec";"Szydłowiec";"59851";"";"Rondo im. Księdza Romana Kotlarza";"";"rondo"
"OPOLSKIE";"opolski";"Niemodlin";"Wydrowice";"59853";"";"Rondo im. Niemodlińskiego Karpia";"";"rondo"
"PODKARPACKIE";"tarnobrzeski";"Baranów Sandomierski";"Baranów Sandomierski";"59658";"";"Skwer im. Profesora Alfreda Majewskiego";"";"skwer"
"MAŁOPOLSKIE";"krakowski";"Zielonki";"Węgrzce";"59662";"";"rondo Stanisława Wyspiańskiego";"";"rondo"
"DOLNOŚLĄSKIE";"górowski";"Góra";"Góra";"59709";"ul.";"Skwer ks. Stanisława Chłopeckiego";"";"skwer"
"MAZOWIECKIE";"ostrowski";"Ostrów Mazowiecka";"Ostrów Mazowiecka";"41176";"";"Rondo NSZZ ""Solidarność""";"";"rondo"
"KUJAWSKO-POMORSKIE";"bydgoski";"Sicienko";"Mochle";"59859";"ul.";"Droga Dąbrowiecka";"";"droga"
"MAZOWIECKIE";"Warszawa";"Wesoła";"Warszawa";"59811";"";"Rondo Jerzego Jelińskiego";"";"rondo"
"MAZOWIECKIE";"szydłowiecki";"Szydłowiec";"Szydłowiec";"59850";"";"Rondo Praga Szydłowiec";"";"rondo"
"ŚLĄSKIE";"raciborski";"Kuźnia Raciborska";"Kuźnia Raciborska";"46676";"";"Skwer św. Jana Pawła II";"";"skwer"
"PODLASKIE";"białostocki";"Wasilków";"Wasilków";"59873";"";"Rondo Józefa Jana Kubali";"";"rondo"
"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"Kraków";"59931";"";"Skwer im. Jerzego Jarockiego";"";"skwer"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"59968";"ul.";"Droga Mazurska";"";"droga"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"59969";"ul.";"Droga Metalowców";"";"droga"
"ŁÓDZKIE";"Łódź";"Łódź-Górna";"Łódź";"59982";"";"Park Chojeński";"";"park"
"DOLNOŚLĄSKIE";"karkonoski";"Szklarska Poręba";"Szklarska Poręba";"59753";"pl.";"Skwer im. dr. Przemysława Wiatera";"";"skwer"
"WIELKOPOLSKIE";"rawicki";"Rawicz";"Rawicz";"59770";"";"Rondo im. Bronisława Lachowicza";"";"rondo"
"PODKARPACKIE";"łańcucki";"Łańcut";"Głuchów";"59823";"";"Rondo im. Ks. Kan. Augustyna Pawińskiego";"";"rondo"
"WIELKOPOLSKIE";"gnieźnieński";"Niechanowo";"Niechanowo";"47123";"";"Skwer im. św. Jana Pawła II";"";"skwer"
"DOLNOŚLĄSKIE";"kłodzki";"Duszniki-Zdrój";"Duszniki-Zdrój";"59846";"";"Skwer im. Edyty Stein";"";"skwer"
"PODLASKIE";"Suwałki";"Suwałki";"Suwałki";"38341";"";"Rondo Unii Europejskiej";"";"rondo"
"DOLNOŚLĄSKIE";"bolesławiecki";"Bolesławiec";"Bolesławiec";"59814";"";"Skwer Różany im. Stefanii Tajcher";"";"skwer"
"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"Kraków";"59927";"";"Skwer Konrada Swinarskiego";"";"skwer"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"59963";"ul.";"Droga Kręta";"";"droga"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"59971";"ul.";"Droga Pomorska";"";"droga"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"37350";"ul.";"Droga Topolowa";"";"droga"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"59965";"ul.";"Droga Kurpiowska";"";"droga"
"WIELKOPOLSKIE";"złotowski";"Tarnówka";"Tarnówka";"59900";"";"Rondo im. Edmunda Mikołaja Wróbla";"";"rondo"
"DOLNOŚLĄSKIE";"zgorzelecki";"Zgorzelec";"Zgorzelec";"59943";"";"Park Nadnyski";"";"park"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"59961";"ul.";"Droga Bociania";"";"droga"
"DOLNOŚLĄSKIE";"zgorzelecki";"Zgorzelec";"Zgorzelec";"59942";"";"Rondo ""1 Pułku Chemicznego""";"";"rondo"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"37349";"ul.";"Droga Graniczna";"";"droga"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"30620";"ul.";"Droga Kaszubska";"";"droga"
"LUBELSKIE";"Biała Podlaska";"Biała Podlaska";"Biała Podlaska";"57454";"";"Rondo Stanisława Różyczki de Rosenwertha";"";"rondo"
"ŚWIĘTOKRZYSKIE";"włoszczowski";"Włoszczowa";"Włoszczowa";"53726";"";"Rondo 100-lecia Niepodległości Polski";"";"rondo"
"ŚLĄSKIE";"Sosnowiec";"Sosnowiec";"Sosnowiec";"57157";"";"Rondo Praw Kobiet";"";"rondo"
"MAZOWIECKIE";"wołomiński";"Klembów";"Roszczep";"57608";"ul.";"Droga Klembowska";"";"droga"
"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź";"47135";"";"Skwer Powstańców Warszawskich";"";"skwer"
"POMORSKIE";"słupski";"Ustka";"Wodnica";"59774";"";"Rondo im. mjr. Henryka Dobrzańskiego ps. ""Hubal""";"";"rondo"
"ZACHODNIOPOMORSKIE";"łobeski";"Resko";"Resko";"44726";"";"Rondo Wielkiej Orkiestry Świątecznej Pomocy";"";"rondo"
"PODLASKIE";"Suwałki";"Suwałki";"Suwałki";"59802";"";"Park Konstytucji 3 Maja";"";"park"
"ŁÓDZKIE";"radomszczański";"Przedbórz";"Przedbórz";"60006";"";"Park im. Profesora Zygmunta Wnuka";"";"park"
"WIELKOPOLSKIE";"Leszno";"Leszno";"Leszno";"60007";"";"Rondo Żwirki i Wigury";"";"rondo"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"60021";"";"Skwer asp. Jana Górskiego";"";"skwer"
"POMORSKIE";"pucki";"Władysławowo";"Władysławowo";"36865";"ul.";"Droga Swarzewska";"";"droga"
"POMORSKIE";"pucki";"Władysławowo";"Władysławowo";"42411";"";"Skwer Generała Józefa Hallera";"";"skwer"
"POMORSKIE";"pucki";"Władysławowo";"Jastrzębia Góra";"04234";"ul.";"Droga Rybacka";"";"droga"
"MAZOWIECKIE";"żuromiński";"Żuromin";"Żuromin";"47867";"";"Rondo ""Tajnej Organizacji Nauczycielskiej""";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Praga-Południe";"Warszawa";"47910";"";"Rondo ks. Wacława Karłowicza";"";"rondo"
"PODKARPACKIE";"leżajski";"Leżajsk";"Leżajsk";"47940";"";"Rondo Józefa Barana Chrząszczyńskiego";"";"rondo"
"ŚLĄSKIE";"Tychy";"Tychy";"Tychy";"47965";"";"Rondo Żwakowskie";"";"rondo"
"ŚLĄSKIE";"Tychy";"Tychy";"Tychy";"47972";"";"Park Górniczy";"";"park"
"ŁÓDZKIE";"wieluński";"Wieluń";"Wieluń";"57157";"";"Rondo Praw Kobiet";"";"rondo"
"MAZOWIECKIE";"żyrardowski";"Żyrardów";"Żyrardów";"43871";"";"Skwer NSZZ ""Solidarność""";"";"skwer"
"MAZOWIECKIE";"kozienicki";"Kozienice";"Kozienice";"47313";"ul.";"Al. 1 Maja";"";"al."
"MAZOWIECKIE";"kozienicki";"Kozienice";"Kozienice";"47315";"ul.";"Pl. 15 Stycznia";"";"pl."
"POMORSKIE";"pucki";"Władysławowo";"Władysławowo";"02732";"ul.";"Droga Chłapowska";"";"droga"
"WIELKOPOLSKIE";"średzki";"Środa Wielkopolska";"Środa Wielkopolska";"48096";"";"Rondo Niezłomnych";"";"rondo"
"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"Bydgoszcz";"54202";"";"rondo inż. Józefa Nowkuńskiego";"";"rondo"
"DOLNOŚLĄSKIE";"lubański";"Lubań";"Lubań";"51802";"";"Park Niepodległości";"";"park"
"ŚLĄSKIE";"cieszyński";"Strumień";"Strumień";"47885";"";"Skwer im. Świętej Barbary";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Bielany";"Warszawa";"47911";"";"Rondo Haliny Szwarc";"";"rondo"
"MAZOWIECKIE";"siedlecki";"Zbuczyn";"Zbuczyn";"54266";"";"Skwer 600-lecia Zbuczyna";"";"skwer"
"WIELKOPOLSKIE";"gostyński";"Pogorzela";"Pogorzela";"19253";"ul.";"Rynek";"";"rynek"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"54448";"";"skwer imienia Guido Recka";"";"skwer"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"54449";"";"rondo im. ks. Piotra Prymy";"";"rondo"
"MAZOWIECKIE";"wyszkowski";"Wyszków";"Wyszków";"54227";"";"Rondo im. mjr. pil. Jana Mioduchowskiego";"";"rondo"
"ŚLĄSKIE";"Rybnik";"Rybnik";"Rybnik";"54242";"";"Rondo Brzezińskie";"";"rondo"
"MAZOWIECKIE";"pruszkowski";"Piastów";"Piastów";"54272";"";"Skwer im. prof. hm. Aleksandra Kamińskiego ""Kamyka""";"";"skwer"
"MAŁOPOLSKIE";"tarnowski";"Wojnicz";"Dębina Zakrzowska";"54324";"";"Rondo im. Lotników Alianckich";"";"rondo"
"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"Łódź";"54334";"";"skwer Wiedźmina";"";"skwer"
"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"Kraków";"54338";"";"Skwer Andrzeja Wajdy";"";"skwer"
"POMORSKIE";"Gdańsk";"Gdańsk";"Gdańsk";"54352";"";"Skwer im. Ireny Jarockiej";"";"skwer"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"54434";"";"Rondo imienia Księdza Lucjana Gierosa";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"54452";"";"skwer im. Jacka Nieżychowskiego";"";"skwer"
"DOLNOŚLĄSKIE";"głogowski";"Głogów";"Głogów";"39658";"";"Skwer Księdza Prałata Zbigniewa Kutzana";"";"skwer"
"OPOLSKIE";"Opole";"Opole";"Opole";"54528";"pl.";"Skwer Zbigniewa Herberta";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"54561";"";"Skwer Miry Zimińskiej";"";"skwer"
"ŚLĄSKIE";"tarnogórski";"Tworóg";"Hanusek";"54578";"";"Skwer na Klepce";"";"skwer"
"POMORSKIE";"wejherowski";"Wejherowo";"Wejherowo";"54630";"";"Rondo im. Księdza Mateusza Jana Judyckiego";"";"rondo"
"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź";"54679";"";"skwer Króla Władysława Jagiełły";"";"skwer"
"ŁÓDZKIE";"zgierski";"Ozorków";"Ozorków";"54698";"";"Rondo Ignacego Jana Paderewskiego";"";"rondo"
"ŁÓDZKIE";"sieradzki";"Błaszki";"Błaszki";"46787";"";"Park Wolności";"";"park"
"ZACHODNIOPOMORSKIE";"wałecki";"Wałcz";"Wałcz";"54355";"";"Skwer im. Wiesława Kaszewskiego";"";"skwer"
"MAZOWIECKIE";"białobrzeski";"Stara Błotnica";"Łępin";"53464";"";"Rondo 100-lecia Odzyskania Niepodległości";"";"rondo"
"MAŁOPOLSKIE";"Kraków";"Kraków-Krowodrza";"Kraków";"54335";"";"Skwer Papcia Chmiela";"";"skwer"
"WIELKOPOLSKIE";"jarociński";"Jarocin";"Jarocin";"44097";"";"Skwer Pamięci";"";"skwer"
"ŚLĄSKIE";"Rybnik";"Rybnik";"Rybnik";"54244";"";"Rondo Kozie Górki";"";"rondo"
"ŚLĄSKIE";"Rybnik";"Rybnik";"Rybnik";"54247";"";"Rondo Północ";"";"rondo"
"MAŁOPOLSKIE";"chrzanowski";"Chrzanów";"Chrzanów";"54260";"";"Park Miejski 100-lecia odzyskania Niepodległości";"";"park"
"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"Łódź";"54333";"";"skwer Barbary Wachowicz-Napiórkowskiej";"";"skwer"
"ZACHODNIOPOMORSKIE";"gryfiński";"Gryfino";"Gardno";"54379";"";"rondo Stulecia Odzyskania Niepodległości";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"54447";"";"skwer im. Prezydenta Lecha Kaczyńskiego";"";"skwer"
"LUBUSKIE";"żarski";"Łęknica";"Łęknica";"54467";"";"Rondo Jana Bieniasza";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"54562";"";"Skwer Anieli Steinsbergowej";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"54563";"";"Skwer Anki Kowalskiej";"";"skwer"
"ŚLĄSKIE";"Gliwice";"Gliwice";"Gliwice";"54577";"";"Rondo Brzezinka";"";"rondo"
"DOLNOŚLĄSKIE";"kłodzki";"Kłodzko";"Kłodzko";"54282";"";"Skwer im. Weroniki Kumko";"";"skwer"
"LUBELSKIE";"puławski";"Puławy";"Gołąb";"54315";"pl.";"Skwer Niepodległej";"";"skwer"
"ZACHODNIOPOMORSKIE";"policki";"Police";"Niekłończyca";"44096";"";"Skwer Niepodległości";"";"skwer"
"POMORSKIE";"tczewski";"Tczew";"Tczew";"46778";"";"Rondo Dworcowe";"";"rondo"
