TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;UWAGI;RYZYKO_BLEDU
TC-274;Błędna kombinacja;Medium;Łódź - wpisano ul. Sienkiewicza, ale kod pocztowy z park Sienkiewicza;Sienkiewicza;;Łódź;00-000;park Sienkiewicza Henryka;;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Łódź: ul. vs park Sienkiewicza mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-275;Błędna kombinacja;Medium;Łódź - wpisano ul. Nad Jasieniem, ale kod pocztowy z park Nad Jasieniem;Nad Jasieniem;;Łódź;00-000;ul. Nad Jasieniem;;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Łódź: ul. vs park Nad Jasieniem mają różne SYM_UL i delegatury;RYZYKO: Może przypisać do park zamiast ul. i/lub złej delegatury jeśli kod pasuje do parku
TC-276;Błędna kombinacja;Medium;Zielona Góra - wpisano ul. Sowińskiego, ale kod pocztowy z park Sowińskiego;Sowińskiego;;Zielona Góra;00-000;ul. Sowińskiego Generała Józefa;;Zielona Góra;65-000;LUBUSKIE;Zielona Góra;Zielona Góra;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Zielona Góra: ul. vs park Sowińskiego mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-277;Błędna kombinacja;Medium;Zielona Góra - wpisano ul. Stefana Batorego, ale kod pocztowy z rondo Stefana Batorego;Stefana Batorego;;Zielona Góra;00-000;ul. Stefana Batorego;;Zielona Góra;65-000;LUBUSKIE;Zielona Góra;Zielona Góra;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Zielona Góra: ul. vs rondo Stefana Batorego mają różne SYM_UL;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-278;Błędna kombinacja;Medium;Włocławek - wpisano ul. Sienkiewicza, ale kod pocztowy z park Sienkiewicza;Sienkiewicza;;Włocławek;00-800;park Sienkiewicza Henryka;;Włocławek;87-800;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Włocławek: ul. vs park Sienkiewicza mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-279;Błędna kombinacja;Medium;Nowy Targ - wpisano ul. Jana Pawła II, ale kod pocztowy z rondo Jana Pawła II;Jana Pawła II;;Nowy Targ;00-400;ul. Jana Pawła II;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Nowy Targ: ul. vs rondo Jana Pawła II mają różne SYM_UL;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-280;Błędna kombinacja;Medium;Nowy Targ - wpisano ul. Krasińskiego, ale kod pocztowy z pl. Krasińskiego;Krasińskiego;;Nowy Targ;00-400;pl. Krasińskiego Zygmunta;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Nowy Targ: ul. vs pl. Krasińskiego mają różne SYM_UL;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-281;Błędna kombinacja;Medium;Pruszków - wpisano ul. Kościuszki, ale kod pocztowy z park Kościuszki;Kościuszki;;Pruszków;00-800;ul. Kościuszki Tadeusza;;Pruszków;05-800;MAZOWIECKIE;pruszkowski;Pruszków;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Pruszków: ul. vs park Kościuszki mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-282;Błędna kombinacja;Medium;Łowicz - wpisano ul. Broniewskiego, ale kod pocztowy z os. Broniewskiego;Broniewskiego;;Łowicz;00-400;os. Broniewskiego Władysława;;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Łowicz: ul. vs os. Broniewskiego mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-283;Błędna kombinacja;Medium;Łowicz - wpisano ul. Konopnickiej, ale kod pocztowy z os. Konopnickiej;Konopnickiej;;Łowicz;00-400;os. Konopnickiej Marii;;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Łowicz: ul. vs os. Konopnickiej mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-284;Błędna kombinacja;Medium;Łowicz - wpisano ul. Tkaczew, ale kod pocztowy z os. Tkaczew;Tkaczew;;Łowicz;00-400;ul. Tkaczew;;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Łowicz: ul. vs os. Tkaczew mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-285;Błędna kombinacja;Medium;Łowicz - wpisano ul. Lament, ale kod pocztowy z skwer Lament;Lament;;Łowicz;00-400;skwer Lament Błogosławionej Bolesławy;;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Łowicz: ul. vs skwer Lament mają różne SYM_UL;RYZYKO: Może przypisać do skwer zamiast ul. jeśli kod pasuje do skweru
TC-286;Błędna kombinacja;Medium;Koluszki - wpisano ul. Czarneckiego, ale kod pocztowy z os. Czarneckiego;Czarneckiego;;Koluszki;00-040;ul. Czarneckiego;;Koluszki;95-040;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Koluszki: ul. vs os. Czarneckiego mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-287;Błędna kombinacja;Medium;Koluszki - wpisano ul. Głowackiego, ale kod pocztowy z os. Głowackiego;Głowackiego;;Koluszki;00-040;ul. Głowackiego;;Koluszki;95-040;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Koluszki: ul. vs os. Głowackiego mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-288;Błędna kombinacja;Medium;Koluszki - wpisano ul. Piłsudskiego, ale kod pocztowy z pl. Piłsudskiego;Piłsudskiego;;Koluszki;00-040;pl. Piłsudskiego Marszałka Józefa;;Koluszki;95-040;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Koluszki: ul. vs pl. Piłsudskiego mają różne SYM_UL;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-289;Błędna kombinacja;Medium;Wieruszów - wpisano ul. Fabryczna, ale kod pocztowy z os. Fabryczna;Fabryczna;;Wieruszów;00-400;os. Fabryczna;;Wieruszów;98-400;ŁÓDZKIE;wieruszowski;Wieruszów;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Wieruszów: ul. vs os. Fabryczna mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-290;Błędna kombinacja;Medium;Wieruszów - wpisano ul. Warszawska, ale kod pocztowy z os. Warszawska;Warszawska;;Wieruszów;00-400;ul. Warszawska;;Wieruszów;98-400;ŁÓDZKIE;wieruszowski;Wieruszów;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Wieruszów: ul. vs os. Warszawska mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-291;Błędna kombinacja;Medium;Wieruszów - wpisano ul. Waryńskiego, ale kod pocztowy z os. Waryńskiego;Waryńskiego;;Wieruszów;00-400;ul. Waryńskiego Ludwika;;Wieruszów;98-400;ŁÓDZKIE;wieruszowski;Wieruszów;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Wieruszów: ul. vs os. Waryńskiego mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-292;Błędna kombinacja;Medium;Wieluń - wpisano ul. Stodolniana, ale kod pocztowy z os. Stodolniana;Stodolniana;;Wieluń;00-300;ul. Stodolniana;;Wieluń;98-300;ŁÓDZKIE;wieluński;Wieluń;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Wieluń: ul. vs os. Stodolniana mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-293;Błędna kombinacja;Medium;Chełmno - wpisano ul. Nad Browiną, ale kod pocztowy z os. Nad Browiną;Nad Browiną;;Chełmno;00-200;ul. Nad Browiną;;Chełmno;86-200;KUJAWSKO-POMORSKIE;chełmiński;Chełmno;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Chełmno: ul. vs os. Nad Browiną mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-294;Błędna kombinacja;Medium;Inowrocław - wpisano ul. Okrężek, ale kod pocztowy z os. Okrężek;Okrężek;;Inowrocław;00-100;os. Okrężek;;Inowrocław;88-100;KUJAWSKO-POMORSKIE;inowrocławski;Inowrocław;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Inowrocław: ul. vs os. Okrężek mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-295;Błędna kombinacja;Medium;Krościenko nad Dunajcem - wpisano ul. Grotowskiego, ale kod pocztowy z park Grotowskiego;Grotowskiego;;Krościenko nad Dunajcem;00-450;ul. Grotowskiego Władysława;;Krościenko nad Dunajcem;34-450;MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Krościenko: ul. vs park Grotowskiego mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-296;Błędna kombinacja;Medium;Tomaszów Mazowiecki - wpisano ul. Rodego, ale kod pocztowy z park Rodego;Rodego;;Tomaszów Mazowiecki;00-200;park Rodego im.;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Tomaszów Mazowiecki: ul. vs park Rodego mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-297;Błędna kombinacja;Medium;Tomaszów Mazowiecki - wpisano ul. Tuwima, ale kod pocztowy z rondo Tuwima;Tuwima;;Tomaszów Mazowiecki;00-200;ul. Tuwima Juliana;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Tomaszów Mazowiecki: ul. vs rondo Tuwima mają różne SYM_UL;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-298;Błędna kombinacja;Medium;Tomaszów Mazowiecki - wpisano ul. Hubala, ale kod pocztowy z os. Hubala;Hubala;;Tomaszów Mazowiecki;00-200;os. Hubala mjr;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.5;<0.9;<0.3;<0.5;Dane z powtorzenia - Tomaszów Mazowiecki: ul. vs os. Hubala mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-299;Błędna kombinacja;Medium;Poprawna ulica i miasto, ale kod z innej części ulicy (inny zakres numerów);Marszałkowska;150;Warszawa;20-001;ul. Marszałkowska;150;Warszawa;00-001;MAZOWIECKIE;Warszawa;Warszawa;<0.3;>0.95;>0.9;<0.5;Numer 150 poza zakresem dla kodu 00-001 - kod może być dla innej części ulicy;RYZYKO: Może przypisać do innej części ulicy z innym kodem jeśli numer nie pasuje
TC-300;Błędna kombinacja;Medium;Poprawna ulica i miasto, ale kod z innej części miasta;Długa;50;Brodnica;00-300;ul. Długa;50;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.5;>0.9;>0.7;<0.6;Kod 87-301 vs 87-300 - może być dla innej części miasta lub innej ulicy;RYZYKO: Może przypisać do innej ulicy w Brodnicy z kodem 87-301
TC-301;Błędna kombinacja;Medium;Poprawna ulica i miasto, ale kod z innego miasta;Lipowa;15;Brodnica;00-300;ul. Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;>0.9;<0.2;<0.3;Kod 20-001 (Warszawa) vs 87-300 (Brodnica) - kod nie pasuje do miasta;RYZYKO: Może przypisać do Warszawy zamiast Brodnicy jeśli kod pasuje do Warszawy
TC-302;Błędna kombinacja;Medium;Poprawna ulica i miasto, ale kod z innego miasta;Kujawska;;Zakrzewo;00-700;ul. Kujawska;;Zakrzewo;87-700;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;>0.9;<0.2;<0.3;Kod 00-001 (Warszawa) vs 87-700 (Zakrzewo) - kod nie pasuje do miasta;RYZYKO: Może przypisać do Warszawy zamiast Zakrzewa jeśli kod pasuje do Warszawy
TC-303;Błędna kombinacja;Medium;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Piłsudskiego;500;Gorzów Wielkopolski;66-400;ul. Piłsudskiego;500;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.3;>0.95;>0.9;<0.4;Numer 500 poza zakresem dla ul. Piłsudskiego - może być dla rondo Piłsudskiego;RYZYKO: Może przypisać do rondo Piłsudskiego jeśli numer nie pasuje do ulicy
TC-304;Błędna kombinacja;Medium;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Wyszyńskiego;400;Gorzów Wielkopolski;66-400;ul. Wyszyńskiego;400;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.3;>0.95;>0.9;<0.4;Numer 400 poza zakresem dla ul. Wyszyńskiego - może być dla rondo Wyszyńskiego;RYZYKO: Może przypisać do rondo Wyszyńskiego jeśli numer nie pasuje do ulicy
TC-305;Błędna kombinacja;Medium;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Kościuszki;600;Wrocław;50-000;ul. Kościuszki;600;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.3;>0.95;>0.9;<0.4;Numer 600 poza zakresem dla ul. Kościuszki - może być dla pl. Kościuszki;RYZYKO: Może przypisać do pl. Kościuszki jeśli numer nie pasuje do ulicy
TC-306;Błędna kombinacja;Medium;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Piłsudskiego;700;Wrocław;50-000;ul. Piłsudskiego;700;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.3;>0.95;>0.9;<0.4;Numer 700 poza zakresem dla ul. Piłsudskiego - może być dla pl. Piłsudskiego;RYZYKO: Może przypisać do pl. Piłsudskiego jeśli numer nie pasuje do ulicy
TC-307;Błędna kombinacja;Medium;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Mickiewicza;800;Poznań;60-000;ul. Mickiewicza;800;Poznań;60-000;WIELKOPOLSKIE;Poznań;Poznań;<0.3;>0.95;>0.9;<0.4;Numer 800 poza zakresem dla ul. Mickiewicza - może być dla pl. lub park Mickiewicza;RYZYKO: Może przypisać do pl. lub park Mickiewicza jeśli numer nie pasuje do ulicy
TC-308;Błędna kombinacja;Medium;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Jana Pawła II;900;Łódź;90-000;ul. Jana Pawła II;900;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.3;>0.95;>0.9;<0.4;Numer 900 poza zakresem dla al. Jana Pawła II - może być dla pl. Jana Pawła II;RYZYKO: Może przypisać do pl. Jana Pawła II jeśli numer nie pasuje do alei
TC-309;Błędna kombinacja;Medium;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Broniewskiego;350;Łódź;90-000;ul. Broniewskiego;350;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.3;>0.95;>0.9;<0.4;Numer 350 poza zakresem dla ul. Broniewskiego - może być dla rondo Broniewskiego;RYZYKO: Może przypisać do rondo Broniewskiego jeśli numer nie pasuje do ulicy
TC-310;Błędna kombinacja;Medium;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Matejki;450;Łódź;90-000;ul. Matejki;450;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.3;>0.95;>0.9;<0.4;Numer 450 poza zakresem dla ul. Matejki - może być dla park Matejki;RYZYKO: Może przypisać do park Matejki jeśli numer nie pasuje do ulicy
TC-311;Błędna kombinacja;Medium;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Moniuszki;550;Łódź;90-000;ul. Moniuszki;550;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.3;>0.95;>0.9;<0.4;Numer 550 poza zakresem dla ul. Moniuszki - może być dla park Moniuszki;RYZYKO: Może przypisać do park Moniuszki jeśli numer nie pasuje do ulicy
TC-312;Błędna kombinacja;Medium;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Sienkiewicza;650;Łódź;90-000;ul. Sienkiewicza;650;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.3;>0.95;>0.9;<0.4;Numer 650 poza zakresem dla ul. Sienkiewicza - może być dla park Sienkiewicza;RYZYKO: Może przypisać do park Sienkiewicza jeśli numer nie pasuje do ulicy
TC-313;Błędna kombinacja;Medium;Ulica z wieloma kodami - podano poprawną ulicę, ale kod z innej części ulicy;Marszałkowska;15;Warszawa;00-002;ul. Marszałkowska;15;Warszawa;00-002;MAZOWIECKIE;Warszawa;Warszawa;<0.5;>0.95;>0.8;<0.6;Ulica Marszałkowska może mieć wiele kodów - kod 00-002 może być dla innej części ulicy;RYZYKO: Może przypisać do innej części ulicy jeśli numer nie pasuje do kodu
TC-314;Błędna kombinacja;Medium;Ulica z wieloma kodami - podano poprawną ulicę, ale kod z innej części ulicy;Długa;25;Brodnica;87-300;ul. Długa;25;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.5;>0.95;>0.8;<0.6;Ulica Długa może mieć wiele kodów - kod 87-301 może być dla innej części ulicy;RYZYKO: Może przypisać do innej części ulicy jeśli numer nie pasuje do kodu
TC-315;Błędna kombinacja;Medium;Ulica z wieloma kodami - podano poprawną ulicę, ale kod z innej części ulicy;Lipowa;10;Brodnica;87-300;ul. Lipowa;10;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.5;>0.95;>0.8;<0.6;Ulica Lipowa może mieć wiele kodów - kod 87-301 może być dla innej części ulicy;RYZYKO: Może przypisać do innej części ulicy jeśli numer nie pasuje do kodu
TC-316;Błędna kombinacja;Medium;Poprawna ulica Lipowa, ale z innego miasta - kod pasuje do Bolesławca;Lipowa;;Brodnica;59-700;ul. Lipowa;;Bolesławiec;59-700;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.5;>0.9;>0.9;<0.7;Ulica Lipowa występuje w 1944 miejscowościach - kod 59-700 pasuje do Bolesławca;RYZYKO: Może przypisać do Bolesławca zamiast Brodnicy jeśli kod pasuje do Bolesławca
TC-317;Błędna kombinacja;Medium;Poprawna ulica Długa, ale z innego miasta - kod pasuje do Głogowa;Długa;;Brodnica;67-200;ul. Długa;;Głogów;67-200;DOLNOŚLĄSKIE;głogowski;Głogów;<0.5;>0.9;>0.9;<0.7;Ulica Długa występuje w wielu miejscowościach - kod 67-200 pasuje do Głogowa;RYZYKO: Może przypisać do Głogowa zamiast Brodnicy jeśli kod pasuje do Głogowa
TC-318;Błędna kombinacja;Medium;Poprawna ulica Polna, ale z innego miasta - kod pasuje do Trzebnicy;Polna;;Bolesławiec;55-100;ul. Polna;;Trzebnica;55-100;DOLNOŚLĄSKIE;trzebnicki;Trzebnica;<0.5;>0.9;>0.9;<0.7;Ulica Polna występuje w 3320 miejscowościach - kod 55-100 pasuje do Trzebnicy;RYZYKO: Może przypisać do Trzebnicy zamiast Bolesławca jeśli kod pasuje do Trzebnicy
TC-319;Błędna kombinacja;Low;"Wpisano ""ul. Stefana Batorego"", ale kod pasuje do ""rondo Stefana Batorego""";ul. Stefana Batorego;;Zielona Góra;65-000;ul. Stefana Batorego;;Zielona Góra;65-000;LUBUSKIE;Zielona Góra;Zielona Góra;<0.5;>0.9;<0.3;<0.5;"Wpisano ""ul."" ale kod pasuje do ""rondo"" - może przypisać do ronda";RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-320;Błędna kombinacja;Low;"Wpisano ""ul. Sienkiewicza"", ale kod pasuje do ""park Sienkiewicza""";ul. Sienkiewicza;;Włocławek;87-800;park Sienkiewicza Henryka;;Włocławek;87-800;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;<0.5;>0.9;<0.3;<0.5;"Wpisano ""ul."" ale kod pasuje do ""park"" - może przypisać do parku";RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-321;Błędna kombinacja;Low;"Wpisano ""ul. Jana Pawła II"", ale kod pasuje do ""rondo Jana Pawła II""";ul. Jana Pawła II;;Nowy Targ;34-400;ul. Jana Pawła II;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.5;>0.9;<0.3;<0.5;"Wpisano ""ul."" ale kod pasuje do ""rondo"" - może przypisać do ronda";RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-322;Błędna kombinacja;Low;"Wpisano ""ul. Krasińskiego"", ale kod pasuje do ""pl. Krasińskiego""";ul. Krasińskiego;;Nowy Targ;34-400;pl. Krasińskiego Zygmunta;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.5;>0.9;<0.3;<0.5;"Wpisano ""ul."" ale kod pasuje do ""pl."" - może przypisać do placu";RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-323;Błędna kombinacja;Low;"Wpisano ""ul. Kościuszki"", ale kod pasuje do ""park Kościuszki""";ul. Kościuszki;;Pruszków;05-800;ul. Kościuszki Tadeusza;;Pruszków;05-800;MAZOWIECKIE;pruszkowski;Pruszków;<0.5;>0.9;<0.3;<0.5;"Wpisano ""ul."" ale kod pasuje do ""park"" - może przypisać do parku";RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-324;Błędna kombinacja;Low;"Wpisano ""ul. Broniewskiego"", ale kod pasuje do ""os. Broniewskiego""";ul. Broniewskiego;;Łowicz;99-400;os. Broniewskiego Władysława;;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;>0.9;<0.3;<0.5;"Wpisano ""ul."" ale kod pasuje do ""os."" - może przypisać do osiedla";RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-325;Błędna kombinacja;Low;"Wpisano ""ul. Konopnickiej"", ale kod pasuje do ""os. Konopnickiej""";ul. Konopnickiej;;Łowicz;99-400;os. Konopnickiej Marii;;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;>0.9;<0.3;<0.5;"Wpisano ""ul."" ale kod pasuje do ""os."" - może przypisać do osiedla";RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-326;Błędna kombinacja;Low;Ulica z wieloma kodami - podano poprawną ulicę, ale kod z innej części ulicy;Kujawska;5;Zakrzewo;87-700;ul. Kujawska;5;Zakrzewo;87-700;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.5;>0.95;>0.8;<0.6;Ulica Kujawska może mieć wiele kodów - kod 87-701 może być dla innej części ulicy;RYZYKO: Może przypisać do innej części ulicy jeśli numer nie pasuje do kodu
TC-327;Błędna kombinacja;Low;Ulica z wieloma kodami - podano poprawną ulicę, ale kod z innej części ulicy;Jana Pawła II;17;Lublin;20-539;ul. Jana Pawła II;17;Lublin;20-539;LUBELSKIE;Lublin;Lublin;<0.5;>0.95;>0.8;<0.6;Ulica Jana Pawła II może mieć wiele kodów - kod 20-539 może być dla innej części ulicy;RYZYKO: Może przypisać do innej części ulicy jeśli numer nie pasuje do kodu
TC-328;Błędna kombinacja;Low;Poprawna ulica Leśna, ale z innego miasta - kod pasuje do innego miasta;Leśna;;Brodnica;87-300;ul. Leśna;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.5;>0.9;>0.9;<0.7;Ulica Leśna występuje w 3393 miejscowościach - może przypisać do innego miasta z tym samym kodem;RYZYKO: Może przypisać do innego miasta z ul. Leśną i kodem 87-300
TC-329;Błędna kombinacja;Low;Poprawna ulica Słoneczna, ale z innego miasta - kod pasuje do innego miasta;Słoneczna;;Brodnica;87-300;ul. Słoneczna;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.5;>0.9;>0.9;<0.7;Ulica Słoneczna występuje w 2959 miejscowościach - może przypisać do innego miasta z tym samym kodem;RYZYKO: Może przypisać do innego miasta z ul. Słoneczną i kodem 87-300
TC-330;Wieloznaczność;High;Wieloznaczność rozwiązana przez Street;Kujawska;;Zakrzewo;87-700;ul. Kujawska;;Zakrzewo;87-700;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;>0.9;>0.9;>0.9;>0.9;Dane z Ulic_Adresowy.csv - Zakrzewo, ul. Kujawska;
TC-331;Wieloznaczność;High;Wieloznaczność Dąbrowa rozwiązana przez ulicę;Lipowa;;Dąbrowa;;ul. Lipowa;;Dąbrowa;;OPOLSKIE;opolski;Dąbrowa;>0.9;>0.9;>0.9;>0.9;"Ulica ""Lipowa"" jednoznacznie wskazuje na Dąbrowa w OPOLSKIE";
